image,output,flag,username,timestamp
C:\Users\Thibz\Desktop\Valdom_6A\IA_framework\ModIA_TP1\flagged\image\tmpx_3d0_lc.png,C:\Users\Thibz\Desktop\Valdom_6A\IA_framework\ModIA_TP1\flagged\output\tmpt_d3jgp7.json,,,2022-09-26 16:05:39.893216
